key,word,verse,word_num,lemma,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
WLC-Exod-025-031-011,כַּפְתֹּרֶ֥יהָ,31,11,3730,H3730,HNcmpc/Sp3fs,HNcmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-031-012,וּפְרָחֶ֖יהָ,31,12,c/6525,H6525,HC/Ncmpc/Sp3fs,HC/Ncmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-031-013,מִמֶּ֥נָּה,31,13,4480 a,H4480,HR/Sp3fs,HR/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-031-014,יִהְיֽוּ,31,14,1961,H1961,HVqi3mp,HVqi3mp,Verb,Imperfect,Qal,Indicative,3,Plural,,Masculine,,
32,32,32,,,,,,,,,,,,,,,
WLC-Exod-025-032-001,וְשִׁשָּׁ֣ה,32,1,c/8337,H8337,HC/Acmsa,HC/Acmsa,c,,,,,,,,,
WLC-Exod-025-032-002,קָנִ֔ים,32,2,7070,H7070,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-032-003,יֹצְאִ֖ים,32,3,3318,H3318,HVqrmpa,HVqrmpa,Verb,Participle active,Qal,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-032-004,מִצִּדֶּ֑יהָ,32,4,m/6654,H6654,HR/Ncmpc/Sp3fs,HR/Ncmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-032-005,שְׁלֹשָׁ֣ה,32,5,7969,H7969,HAcmsa,HAcmsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-032-006,קְנֵ֣י,32,6,7070,H7070,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-025-032-007,מְנֹרָ֗ה,32,7,4501,H4501,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-025-032-008,מִצִּדָּהּ֙,32,8,m/6654,H6654,HR/Ncmsc/Sp3fs,HR/Ncmsc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-032-009,הָאֶחָ֔ד,32,9,d/259,H259,HTd/Acmsa,HTd/Acmsa,c,,,,,,,,,
WLC-Exod-025-032-010,וּשְׁלֹשָׁה֙,32,10,c/7969,H7969,HC/Acmsa,HC/Acmsa,c,,,,,,,,,
WLC-Exod-025-032-011,קְנֵ֣י,32,11,7070,H7070,HNcmpc,HNcmpc,Noun (Common),,,,,Plural,Construct,Masculine,,
WLC-Exod-025-032-012,מְנֹרָ֔ה,32,12,4501,H4501,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-025-032-013,מִצִּדָּ֖הּ,32,13,m/6654,H6654,HR/Ncmsc/Sp3fs,HR/Ncmsc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-032-014,הַשֵּׁנִֽי,32,14,d/8145,H8145,HTd/Aomsa,HTd/Aomsa,o,,,,,,,,,
33,33,33,,,,,,,,,,,,,,,
WLC-Exod-025-033-001,שְׁלֹשָׁ֣ה,33,1,7969,H7969,HAcmsa,HAcmsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-002,גְ֠בִעִים,33,2,1375,H1375,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-003,מְֽשֻׁקָּדִ֞ים,33,3,8246,H8246,HVPsmpa,HVPsmpa,Verb,Participle passive,Pual,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-004,בַּקָּנֶ֣ה,33,4,b/7070,H7070,HRd/Ncmsa,HRd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-005,הָאֶחָד֮,33,5,d/259,H259,HTd/Acmsa,HTd/Acmsa,c,,,,,,,,,
WLC-Exod-025-033-006,כַּפְתֹּ֣ר,33,6,3730,H3730,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-007,וָפֶרַח֒,33,7,c/6525,H6525,HC/Ncmsa,HC/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-008,וּשְׁלֹשָׁ֣ה,33,8,c/7969,H7969,HC/Acmsa,HC/Acmsa,c,,,,,,,,,
WLC-Exod-025-033-009,גְבִעִ֗ים,33,9,1375,H1375,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-010,מְשֻׁקָּדִ֛ים,33,10,8246,H8246,HVPsmpa,HVPsmpa,Verb,Participle passive,Pual,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-011,בַּקָּנֶ֥ה,33,11,b/7070,H7070,HRd/Ncmsa,HRd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-012,הָאֶחָ֖ד,33,12,d/259,H259,HTd/Acmsa,HTd/Acmsa,c,,,,,,,,,
WLC-Exod-025-033-013,כַּפְתֹּ֣ר,33,13,3730,H3730,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-014,וָפָ֑רַח,33,14,c/6525,H6525,HC/Ncmsa,HC/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-033-015,כֵּ֚ן,33,15,3651 c,H3651,HTm,HTm,Particle (Demonstrative),,,,,,,,,
WLC-Exod-025-033-016,לְשֵׁ֣שֶׁת,33,16,l/8337,H8337,HR/Acmsc,HR/Acmsc,c,,,,,,,,,
WLC-Exod-025-033-017,הַקָּנִ֔ים,33,17,d/7070,H7070,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-018,הַיֹּצְאִ֖ים,33,18,d/3318,H3318,HTd/Vqrmpa,HTd/Vqrmpa,Verb,Participle active,Qal,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-033-019,מִן,33,19,4480 a,H4480,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-033-020,הַמְּנֹרָֽה,33,20,d/4501,H4501,HTd/Ncfsa,HTd/Ncfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
34,34,34,,,,,,,,,,,,,,,
WLC-Exod-025-034-001,וּבַמְּנֹרָ֖ה,34,1,c/b/4501,H4501,HC/Rd/Ncfsa,HC/Rd/Ncfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-025-034-002,אַרְבָּעָ֣ה,34,2,702,H702,HAcmsa,HAcmsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-034-003,גְבִעִ֑ים,34,3,1375,H1375,HNcmpa,HNcmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-034-004,מְשֻׁקָּדִ֔ים,34,4,8246,H8246,HVPsmpa,HVPsmpa,Verb,Participle passive,Pual,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-034-005,כַּפְתֹּרֶ֖יהָ,34,5,3730,H3730,HNcmpc/Sp3fs,HNcmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-034-006,וּפְרָחֶֽיהָ,34,6,c/6525,H6525,HC/Ncmpc/Sp3fs,HC/Ncmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
35,35,35,,,,,,,,,,,,,,,
WLC-Exod-025-035-001,וְכַפְתֹּ֡ר,35,1,c/3730,H3730,HC/Ncmsa,HC/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-035-002,תַּחַת֩,35,2,8478,H8478,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-035-003,שְׁנֵ֨י,35,3,8147,H8147,HAcmdc,HAcmdc,Adjective,,,,,Dual,Construct,Masculine,,
WLC-Exod-025-035-004,הַקָּנִ֜ים,35,4,d/7070,H7070,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-035-005,מִמֶּ֗נָּה,35,5,4480 a,H4480,HR/Sp3fs,HR/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-035-006,וְכַפְתֹּר֙,35,6,c/3730,H3730,HC/Ncmsa,HC/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-035-007,תַּ֣חַת,35,7,8478,H8478,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-035-008,שְׁנֵ֤י,35,8,8147,H8147,HAcmdc,HAcmdc,Adjective,,,,,Dual,Construct,Masculine,,
WLC-Exod-025-035-009,הַקָּנִים֙,35,9,d/7070,H7070,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-035-010,מִמֶּ֔נָּה,35,10,4480 a,H4480,HR/Sp3fs,HR/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-035-011,וְכַפְתֹּ֕ר,35,11,c/3730,H3730,HC/Ncmsa,HC/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-035-012,תַּחַת,35,12,8478,H8478,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-035-013,שְׁנֵ֥י,35,13,8147,H8147,HAcmdc,HAcmdc,Adjective,,,,,Dual,Construct,Masculine,,
WLC-Exod-025-035-014,הַקָּנִ֖ים,35,14,d/7070,H7070,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-035-015,מִמֶּ֑נָּה,35,15,4480 a,H4480,HR/Sp3fs,HR/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-035-016,לְשֵׁ֨שֶׁת֙,35,16,l/8337,H8337,HR/Acmsc,HR/Acmsc,c,,,,,,,,,
WLC-Exod-025-035-017,הַקָּנִ֔ים,35,17,d/7070,H7070,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-035-018,הַיֹּצְאִ֖ים,35,18,d/3318,H3318,HTd/Vqrmpa,HTd/Vqrmpa,Verb,Participle active,Qal,Participle,,Plural,Absolute,Masculine,,
WLC-Exod-025-035-019,מִן,35,19,4480 a,H4480,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-035-020,הַמְּנֹרָֽה,35,20,d/4501,H4501,HTd/Ncfsa,HTd/Ncfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
36,36,36,,,,,,,,,,,,,,,
WLC-Exod-025-036-001,כַּפְתֹּרֵיהֶ֥ם,36,1,3730,H3730,HNcmpc/Sp3mp,HNcmpc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-025-036-002,וּקְנֹתָ֖ם,36,2,c/7070,H7070,HC/Ncmpc/Sp3mp,HC/Ncmpc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-025-036-003,מִמֶּ֣נָּה,36,3,4480 a,H4480,HR/Sp3fs,HR/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-036-004,יִהְי֑וּ,36,4,1961,H1961,HVqi3mp,HVqi3mp,Verb,Imperfect,Qal,Indicative,3,Plural,,Masculine,,
WLC-Exod-025-036-005,כֻּלָּ֛הּ,36,5,3605,H3605,HNcmsc/Sp3fs,HNcmsc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-036-006,מִקְשָׁ֥ה,36,6,4749,H4749,HNcfsa,HNcfsa,Noun (Common),,,,,Singular,Absolute,Feminine,,
WLC-Exod-025-036-007,אַחַ֖ת,36,7,259,H259,HAcfsa,HAcfsa,Adjective,,,,,Singular,Absolute,Feminine,,
WLC-Exod-025-036-008,זָהָ֥ב,36,8,2091,H2091,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-036-009,טָהֽוֹר,36,9,2889,H2889,HAamsa,HAamsa,Adjective,,,,,Singular,Absolute,Masculine,,
37,37,37,,,,,,,,,,,,,,,
WLC-Exod-025-037-001,וְעָשִׂ֥יתָ,37,1,c/6213 a,H6213,HC/Vqq2ms,HC/Vqq2ms,Verb,Sequential perfect,Qal,Indicative,2,Singular,,Masculine,,
WLC-Exod-025-037-002,אֶת,37,2,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-025-037-003,נֵרֹתֶ֖יהָ,37,3,5216 a,H5216,HNcmpc/Sp3fs,HNcmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-037-004,שִׁבְעָ֑ה,37,4,7651,H7651,HAcmsa,HAcmsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-037-005,וְהֶֽעֱלָה֙,37,5,c/5927,H5927,HC/Vhq3ms,HC/Vhq3ms,Verb,Sequential perfect,Hiphil,Indicative,3,Singular,,Masculine,,
WLC-Exod-025-037-006,אֶת,37,6,853,H853,HTo,HTo,Particle (Direct object marker),,,,,,,,,
WLC-Exod-025-037-007,נֵ֣רֹתֶ֔יהָ,37,7,5216 a,H5216,HNcmpc/Sp3fs,HNcmpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-037-008,וְהֵאִ֖יר,37,8,c/215,H215,HC/Vhq3ms,HC/Vhq3ms,Verb,Sequential perfect,Hiphil,Indicative,3,Singular,,Masculine,,
WLC-Exod-025-037-009,עַל,37,9,5921 a,H5921,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-037-010,עֵ֥בֶר,37,10,5676,H5676,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-025-037-011,פָּנֶֽיהָ,37,11,6440,H6440,HNcbpc/Sp3fs,HNcbpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
38,38,38,,,,,,,,,,,,,,,
WLC-Exod-025-038-001,וּמַלְקָחֶ֥יהָ,38,1,c/4457,H4457,HC/Ncmdc/Sp3fs,HC/Ncmdc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-038-002,וּמַחְתֹּתֶ֖יהָ,38,2,c/4289,H4289,HC/Ncfpc/Sp3fs,HC/Ncfpc/Sp3fs,Suffix (Pronominal),,,,3,Singular,Construct,Feminine,,
WLC-Exod-025-038-003,זָהָ֥ב,38,3,2091,H2091,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-038-004,טָהֽוֹר,38,4,2889,H2889,HAamsa,HAamsa,Adjective,,,,,Singular,Absolute,Masculine,,
39,39,39,,,,,,,,,,,,,,,
WLC-Exod-025-039-001,כִּכָּ֛ר,39,1,3603,H3603,HNcbsa,HNcbsa,Noun (Common),,,,,Singular,Absolute,Both,,
WLC-Exod-025-039-002,זָהָ֥ב,39,2,2091,H2091,HNcmsa,HNcmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-039-003,טָה֖וֹר,39,3,2889,H2889,HAamsa,HAamsa,Adjective,,,,,Singular,Absolute,Masculine,,
WLC-Exod-025-039-004,יַעֲשֶׂ֣ה,39,4,6213 a,H6213,HVqi3ms,HVqi3ms,Verb,Imperfect,Qal,Indicative,3,Singular,,Masculine,,
WLC-Exod-025-039-005,אֹתָ֑הּ,39,5,853,H853,HTo/Sp3fs,HTo/Sp3fs,Suffix (Pronominal),,,,3,Singular,,Feminine,,
WLC-Exod-025-039-006,אֵ֥ת,39,6,854,H854,HR,HR,Preposition,,,,,,,,,
WLC-Exod-025-039-007,כָּל,39,7,3605,H3605,HNcmsc,HNcmsc,Noun (Common),,,,,Singular,Construct,Masculine,,
WLC-Exod-025-039-008,הַכֵּלִ֖ים,39,8,d/3627,H3627,HTd/Ncmpa,HTd/Ncmpa,Noun (Common),,,,,Plural,Absolute,Masculine,,
WLC-Exod-025-039-009,הָאֵֽלֶּה,39,9,d/428,H428,HTd/Pdxcp,HTd/Pdxcp,Pronoun (Demonstrative),,,,x,Plural,,Common,,
40,40,40,,,,,,,,,,,,,,,
WLC-Exod-025-040-001,וּרְאֵ֖ה,40,1,c/7200,H7200,HC/Vqv2ms,HC/Vqv2ms,Verb,Imperative,Qal,Imperative,2,Singular,,Masculine,,
WLC-Exod-025-040-002,וַעֲשֵׂ֑ה,40,2,c/6213 a,H6213,HC/Vqv2ms,HC/Vqv2ms,Verb,Imperative,Qal,Imperative,2,Singular,,Masculine,,
WLC-Exod-025-040-003,בְּתַ֨בְנִיתָ֔ם,40,3,b/8403,H8403,HR/Ncfsc/Sp3mp,HR/Ncfsc/Sp3mp,Suffix (Pronominal),,,,3,Plural,Construct,Masculine,,
WLC-Exod-025-040-004,אֲשֶׁר,40,4,834 a,H834,HTr,HTr,Particle (Relative),,,,,,,,,
WLC-Exod-025-040-005,אַתָּ֥ה,40,5,859 a,H859,HPp2ms,HPp2ms,Pronoun (Personal),,,,2,Singular,,Masculine,,
WLC-Exod-025-040-006,מָרְאֶ֖ה,40,6,7200,H7200,HVHsmsa,HVHsmsa,Verb,Participle passive,Hophal,Participle,,Singular,Absolute,Masculine,,
WLC-Exod-025-040-007,בָּהָֽר,40,7,b/2022,H2022,HRd/Ncmsa,HRd/Ncmsa,Noun (Common),,,,,Singular,Absolute,Masculine,,
