LXX_key,LXX,WLC_key,WLC
LXX-Exod-025-022-028,ἐντείλωμαί,WLC-Exod-025-022-017,אֲשֶׁ֧ר
LXX-Exod-025-022-029,σοι,WLC-Exod-025-022-018,אֲצַוֶּ֛ה
LXX-Exod-025-022-030,πρὸς,WLC-Exod-025-022-019,אוֹתְךָ֖
LXX-Exod-025-022-031,τοὺς,WLC-Exod-025-022-020,אֶל
LXX-Exod-025-022-032,υἱοὺς,WLC-Exod-025-022-021,בְּנֵ֥י
LXX-Exod-025-022-033,Ισραηλ,WLC-Exod-025-022-022,יִשְׂרָאֵֽל
23,23,23,23
LXX-Exod-025-023-001,καὶ,,
LXX-Exod-025-023-002,ποιήσεις,,
LXX-Exod-025-023-003,τράπεζαν,,
LXX-Exod-025-023-004,χρυσίου,,
LXX-Exod-025-023-005,καθαροῦ,,
LXX-Exod-025-023-006,δύο,,
LXX-Exod-025-023-007,πήχεων,,
LXX-Exod-025-023-008,τὸ,,
LXX-Exod-025-023-009,μῆκος,WLC-Exod-025-023-001,וְעָשִׂ֥יתָ
LXX-Exod-025-023-010,καὶ,WLC-Exod-025-023-002,שֻׁלְחָ֖ן
LXX-Exod-025-023-011,πήχεος,WLC-Exod-025-023-003,עֲצֵ֣י
LXX-Exod-025-023-012,τὸ,WLC-Exod-025-023-004,שִׁטִּ֑ים
LXX-Exod-025-023-013,εὖρος,WLC-Exod-025-023-005,אַמָּתַ֤יִם
LXX-Exod-025-023-014,καὶ,WLC-Exod-025-023-006,אָרְכּוֹ֙
LXX-Exod-025-023-015,πήχεος,WLC-Exod-025-023-007,וְאַמָּ֣ה
LXX-Exod-025-023-016,καὶ,WLC-Exod-025-023-008,רָחְבּ֔וֹ
LXX-Exod-025-023-017,ἡμίσους,WLC-Exod-025-023-009,וְאַמָּ֥ה
LXX-Exod-025-023-018,τὸ,WLC-Exod-025-023-010,וָחֵ֖צִי
LXX-Exod-025-023-019,ὕψος,WLC-Exod-025-023-011,קֹמָתֽוֹ
24,24,24,24
,,WLC-Exod-025-024-001,וְצִפִּיתָ֥
,,WLC-Exod-025-024-002,אֹת֖וֹ
LXX-Exod-025-024-001,καὶ,WLC-Exod-025-024-003,זָהָ֣ב
LXX-Exod-025-024-002,ποιήσεις,WLC-Exod-025-024-004,טָה֑וֹר
LXX-Exod-025-024-003,αὐτῇ,WLC-Exod-025-024-005,וְעָשִׂ֥יתָ
LXX-Exod-025-024-004,στρεπτὰ,WLC-Exod-025-024-006,לּ֛וֹ
LXX-Exod-025-024-005,κυμάτια,WLC-Exod-025-024-007,זֵ֥ר
LXX-Exod-025-024-006,χρυσᾶ,WLC-Exod-025-024-008,זָהָ֖ב
LXX-Exod-025-024-007,κύκλῳ,WLC-Exod-025-024-009,סָבִֽיב
25,25,25,25
LXX-Exod-025-025-001,καὶ,,
LXX-Exod-025-025-002,ποιήσεις,,
LXX-Exod-025-025-003,αὐτῇ,,
LXX-Exod-025-025-004,στεφάνην,WLC-Exod-025-025-001,וְעָשִׂ֨יתָ
LXX-Exod-025-025-005,παλαιστοῦ,WLC-Exod-025-025-002,לּ֥וֹ
LXX-Exod-025-025-006,κύκλῳ,WLC-Exod-025-025-003,מִסְגֶּ֛רֶת
LXX-Exod-025-025-007,καὶ,WLC-Exod-025-025-004,טֹ֖פַח
LXX-Exod-025-025-008,ποιήσεις,WLC-Exod-025-025-005,סָבִ֑יב
LXX-Exod-025-025-009,στρεπτὸν,WLC-Exod-025-025-006,וְעָשִׂ֧יתָ
LXX-Exod-025-025-010,κυμάτιον,WLC-Exod-025-025-007,זֵר
LXX-Exod-025-025-011,τῇ,WLC-Exod-025-025-008,זָהָ֛ב
LXX-Exod-025-025-012,στεφάνῃ,WLC-Exod-025-025-009,לְמִסְגַּרְתּ֖וֹ
LXX-Exod-025-025-013,κύκλῳ,WLC-Exod-025-025-010,סָבִֽיב
26,26,26,26
LXX-Exod-025-026-001,καὶ,,
LXX-Exod-025-026-002,ποιήσεις,,
LXX-Exod-025-026-003,τέσσαρας,WLC-Exod-025-026-001,וְעָשִׂ֣יתָ
LXX-Exod-025-026-004,δακτυλίους,WLC-Exod-025-026-002,לּ֔וֹ
LXX-Exod-025-026-005,χρυσοῦς,WLC-Exod-025-026-003,אַרְבַּ֖ע
LXX-Exod-025-026-006,καὶ,WLC-Exod-025-026-004,טַבְּעֹ֣ת
LXX-Exod-025-026-007,ἐπιθήσεις,WLC-Exod-025-026-005,זָהָ֑ב
LXX-Exod-025-026-008,τοὺς,WLC-Exod-025-026-006,וְנָתַתָּ֙
LXX-Exod-025-026-009,δακτυλίους,WLC-Exod-025-026-007,אֶת
LXX-Exod-025-026-010,ἐπὶ,WLC-Exod-025-026-008,הַטַּבָּעֹ֔ת
LXX-Exod-025-026-011,τὰ,WLC-Exod-025-026-009,עַ֚ל
LXX-Exod-025-026-012,τέσσαρα,WLC-Exod-025-026-010,אַרְבַּ֣ע
LXX-Exod-025-026-013,μέρη,WLC-Exod-025-026-011,הַפֵּאֹ֔ת
LXX-Exod-025-026-014,τῶν,WLC-Exod-025-026-012,אֲשֶׁ֖ר
LXX-Exod-025-026-015,ποδῶν,WLC-Exod-025-026-013,לְאַרְבַּ֥ע
LXX-Exod-025-026-016,αὐτῆς,WLC-Exod-025-026-014,רַגְלָֽיו
27,27,27,27
LXX-Exod-025-027-001,ὑπὸ,,
LXX-Exod-025-027-002,τὴν,,
LXX-Exod-025-027-003,στεφάνην,,
LXX-Exod-025-027-004,καὶ,,
LXX-Exod-025-027-005,ἔσονται,,
LXX-Exod-025-027-006,οἱ,,
LXX-Exod-025-027-007,δακτύλιοι,,
LXX-Exod-025-027-008,εἰς,,
LXX-Exod-025-027-009,θήκας,WLC-Exod-025-027-001,לְעֻמַּת֙
LXX-Exod-025-027-010,τοῖς,WLC-Exod-025-027-002,הַמִּסְגֶּ֔רֶת
LXX-Exod-025-027-011,ἀναφορεῦσιν,WLC-Exod-025-027-003,תִּהְיֶ֖יןָ
LXX-Exod-025-027-012,ὥστε,WLC-Exod-025-027-004,הַטַּבָּעֹ֑ת
LXX-Exod-025-027-013,αἴρειν,WLC-Exod-025-027-005,לְבָתִּ֣ים
LXX-Exod-025-027-014,ἐν,WLC-Exod-025-027-006,לְבַדִּ֔ים
LXX-Exod-025-027-015,αὐτοῖς,WLC-Exod-025-027-007,לָשֵׂ֖את
LXX-Exod-025-027-016,τὴν,WLC-Exod-025-027-008,אֶת
LXX-Exod-025-027-017,τράπεζαν,WLC-Exod-025-027-009,הַשֻּׁלְחָֽן
28,28,28,28
LXX-Exod-025-028-001,καὶ,,
LXX-Exod-025-028-002,ποιήσεις,,
LXX-Exod-025-028-003,τοὺς,,
LXX-Exod-025-028-004,ἀναφορεῖς,,
LXX-Exod-025-028-005,ἐκ,,
LXX-Exod-025-028-006,ξύλων,,
LXX-Exod-025-028-007,ἀσήπτων,WLC-Exod-025-028-001,וְעָשִׂ֤יתָ
LXX-Exod-025-028-008,καὶ,WLC-Exod-025-028-002,אֶת
LXX-Exod-025-028-009,καταχρυσώσεις,WLC-Exod-025-028-003,הַבַּדִּים֙
LXX-Exod-025-028-010,αὐτοὺς,WLC-Exod-025-028-004,עֲצֵ֣י
LXX-Exod-025-028-011,χρυσίῳ,WLC-Exod-025-028-005,שִׁטִּ֔ים
LXX-Exod-025-028-012,καθαρῷ,WLC-Exod-025-028-006,וְצִפִּיתָ֥
LXX-Exod-025-028-013,καὶ,WLC-Exod-025-028-007,אֹתָ֖ם
LXX-Exod-025-028-014,ἀρθήσεται,WLC-Exod-025-028-008,זָהָ֑ב
LXX-Exod-025-028-015,ἐν,WLC-Exod-025-028-009,וְנִשָּׂא
LXX-Exod-025-028-016,αὐτοῖς,WLC-Exod-025-028-010,בָ֖ם
LXX-Exod-025-028-017,ἡ,WLC-Exod-025-028-011,אֶת
LXX-Exod-025-028-018,τράπεζα,WLC-Exod-025-028-012,הַשֻּׁלְחָֽן
29,29,29,29
LXX-Exod-025-029-001,καὶ,,
LXX-Exod-025-029-002,ποιήσεις,,
LXX-Exod-025-029-003,τὰ,,
LXX-Exod-025-029-004,τρυβλία,,
LXX-Exod-025-029-005,αὐτῆς,,
LXX-Exod-025-029-006,καὶ,,
LXX-Exod-025-029-007,τὰς,,
LXX-Exod-025-029-008,θυίσκας,,
LXX-Exod-025-029-009,καὶ,,
LXX-Exod-025-029-010,τὰ,,
LXX-Exod-025-029-011,σπονδεῖα,,
LXX-Exod-025-029-012,καὶ,WLC-Exod-025-029-001,וְעָשִׂ֨יתָ
LXX-Exod-025-029-013,τοὺς,WLC-Exod-025-029-002,קְּעָרֹתָ֜יו
LXX-Exod-025-029-014,κυάθους,WLC-Exod-025-029-003,וְכַפֹּתָ֗יו
LXX-Exod-025-029-015,ἐν,WLC-Exod-025-029-004,וּקְשׂוֹתָיו֙
LXX-Exod-025-029-016,οἷς,WLC-Exod-025-029-005,וּמְנַקִּיֹּתָ֔יו
LXX-Exod-025-029-017,σπείσεις,WLC-Exod-025-029-006,אֲשֶׁ֥ר
LXX-Exod-025-029-018,ἐν,WLC-Exod-025-029-007,יֻסַּ֖ךְ
LXX-Exod-025-029-019,αὐτοῖς,WLC-Exod-025-029-008,בָּהֵ֑ן
LXX-Exod-025-029-020,χρυσίου,WLC-Exod-025-029-009,זָהָ֥ב
LXX-Exod-025-029-021,καθαροῦ,WLC-Exod-025-029-010,טָה֖וֹר
LXX-Exod-025-029-022,ποιήσεις,WLC-Exod-025-029-011,תַּעֲשֶׂ֥ה
LXX-Exod-025-029-023,αὐτά,WLC-Exod-025-029-012,אֹתָֽם
30,30,30,30
LXX-Exod-025-030-001,καὶ,,
LXX-Exod-025-030-002,ἐπιθήσεις,,
LXX-Exod-025-030-003,ἐπὶ,,
LXX-Exod-025-030-004,τὴν,,
LXX-Exod-025-030-005,τράπεζαν,WLC-Exod-025-030-001,וְנָתַתָּ֧
LXX-Exod-025-030-006,ἄρτους,WLC-Exod-025-030-002,עַֽל
LXX-Exod-025-030-007,ἐνωπίους,WLC-Exod-025-030-003,הַשֻּׁלְחָ֛ן
LXX-Exod-025-030-008,ἐναντίον,WLC-Exod-025-030-004,לֶ֥חֶם
LXX-Exod-025-030-009,μου,WLC-Exod-025-030-005,פָּנִ֖ים
LXX-Exod-025-030-010,διὰ,WLC-Exod-025-030-006,לְפָנַ֥י
LXX-Exod-025-030-011,παντός,WLC-Exod-025-030-007,תָּמִֽיד
31,31,31,31
LXX-Exod-025-031-001,καὶ,,
LXX-Exod-025-031-002,ποιήσεις,,
LXX-Exod-025-031-003,λυχνίαν,,
LXX-Exod-025-031-004,ἐκ,,
LXX-Exod-025-031-005,χρυσίου,,
LXX-Exod-025-031-006,καθαροῦ,,
LXX-Exod-025-031-007,τορευτὴν,,
LXX-Exod-025-031-008,ποιήσεις,,
LXX-Exod-025-031-009,τὴν,,
LXX-Exod-025-031-010,λυχνίαν,,
LXX-Exod-025-031-011,ὁ,,
LXX-Exod-025-031-012,καυλὸς,,
LXX-Exod-025-031-013,αὐτῆς,,
LXX-Exod-025-031-014,καὶ,,
LXX-Exod-025-031-015,οἱ,WLC-Exod-025-031-001,וְעָשִׂ֥יתָ
LXX-Exod-025-031-016,καλαμίσκοι,WLC-Exod-025-031-002,מְנֹרַ֖ת
LXX-Exod-025-031-017,καὶ,WLC-Exod-025-031-003,זָהָ֣ב
LXX-Exod-025-031-018,οἱ,WLC-Exod-025-031-004,טָה֑וֹר
LXX-Exod-025-031-019,κρατῆρες,WLC-Exod-025-031-005,מִקְשָׁ֞ה
LXX-Exod-025-031-020,καὶ,WLC-Exod-025-031-006,תֵּעָשֶׂ֤ה
LXX-Exod-025-031-021,οἱ,WLC-Exod-025-031-007,הַמְּנוֹרָה֙
LXX-Exod-025-031-022,σφαιρωτῆρες,WLC-Exod-025-031-008,יְרֵכָ֣הּ
LXX-Exod-025-031-023,καὶ,WLC-Exod-025-031-009,וְקָנָ֔הּ
LXX-Exod-025-031-024,τὰ,WLC-Exod-025-031-010,גְּבִיעֶ֛יהָ
LXX-Exod-025-031-025,κρίνα,WLC-Exod-025-031-011,כַּפְתֹּרֶ֥יהָ
LXX-Exod-025-031-026,ἐξ,WLC-Exod-025-031-012,וּפְרָחֶ֖יהָ
LXX-Exod-025-031-027,αὐτῆς,WLC-Exod-025-031-013,מִמֶּ֥נָּה
LXX-Exod-025-031-028,ἔσται,WLC-Exod-025-031-014,יִהְיֽוּ
32,32,32,32
LXX-Exod-025-032-001,ἓξ,,
LXX-Exod-025-032-002,δὲ,,
LXX-Exod-025-032-003,καλαμίσκοι,,
LXX-Exod-025-032-004,ἐκπορευόμενοι,,
LXX-Exod-025-032-005,ἐκ,,
LXX-Exod-025-032-006,πλαγίων,,
LXX-Exod-025-032-007,τρεῖς,,
LXX-Exod-025-032-008,καλαμίσκοι,,
LXX-Exod-025-032-009,τῆς,,
LXX-Exod-025-032-010,λυχνίας,,
LXX-Exod-025-032-011,ἐκ,,
LXX-Exod-025-032-012,τοῦ,,
LXX-Exod-025-032-013,κλίτους,WLC-Exod-025-032-001,וְשִׁשָּׁ֣ה
LXX-Exod-025-032-014,αὐτῆς,WLC-Exod-025-032-002,קָנִ֔ים
LXX-Exod-025-032-015,τοῦ,WLC-Exod-025-032-003,יֹצְאִ֖ים
LXX-Exod-025-032-016,ἑνὸς,WLC-Exod-025-032-004,מִצִּדֶּ֑יהָ
LXX-Exod-025-032-017,καὶ,WLC-Exod-025-032-005,שְׁלֹשָׁ֣ה
LXX-Exod-025-032-018,τρεῖς,WLC-Exod-025-032-006,קְנֵ֣י
LXX-Exod-025-032-019,καλαμίσκοι,WLC-Exod-025-032-007,מְנֹרָ֗ה
LXX-Exod-025-032-020,τῆς,WLC-Exod-025-032-008,מִצִּדָּהּ֙
LXX-Exod-025-032-021,λυχνίας,WLC-Exod-025-032-009,הָאֶחָ֔ד
LXX-Exod-025-032-022,ἐκ,WLC-Exod-025-032-010,וּשְׁלֹשָׁה֙
LXX-Exod-025-032-023,τοῦ,WLC-Exod-025-032-011,קְנֵ֣י
LXX-Exod-025-032-024,κλίτους,WLC-Exod-025-032-012,מְנֹרָ֔ה
LXX-Exod-025-032-025,τοῦ,WLC-Exod-025-032-013,מִצִּדָּ֖הּ
LXX-Exod-025-032-026,δευτέρου,WLC-Exod-025-032-014,הַשֵּׁנִֽי
33,33,33,33
LXX-Exod-025-033-001,καὶ,,
LXX-Exod-025-033-002,τρεῖς,WLC-Exod-025-033-001,שְׁלֹשָׁ֣ה
LXX-Exod-025-033-003,κρατῆρες,WLC-Exod-025-033-002,גְ֠בִעִים
LXX-Exod-025-033-004,ἐκτετυπωμένοι,WLC-Exod-025-033-003,מְֽשֻׁקָּדִ֞ים
LXX-Exod-025-033-005,καρυίσκους,WLC-Exod-025-033-004,בַּקָּנֶ֣ה
LXX-Exod-025-033-006,ἐν,WLC-Exod-025-033-005,הָאֶחָד֮
LXX-Exod-025-033-007,τῷ,WLC-Exod-025-033-006,כַּפְתֹּ֣ר
LXX-Exod-025-033-008,ἑνὶ,WLC-Exod-025-033-007,וָפֶרַח֒
LXX-Exod-025-033-009,καλαμίσκῳ,WLC-Exod-025-033-008,וּשְׁלֹשָׁ֣ה
LXX-Exod-025-033-010,σφαιρωτὴρ,WLC-Exod-025-033-009,גְבִעִ֗ים
LXX-Exod-025-033-011,καὶ,WLC-Exod-025-033-010,מְשֻׁקָּדִ֛ים
LXX-Exod-025-033-012,κρίνον,WLC-Exod-025-033-011,בַּקָּנֶ֥ה
LXX-Exod-025-033-013,οὕτως,WLC-Exod-025-033-012,הָאֶחָ֖ד
LXX-Exod-025-033-014,τοῖς,WLC-Exod-025-033-013,כַּפְתֹּ֣ר
LXX-Exod-025-033-015,ἓξ,WLC-Exod-025-033-014,וָפָ֑רַח
LXX-Exod-025-033-016,καλαμίσκοις,WLC-Exod-025-033-015,כֵּ֚ן
LXX-Exod-025-033-017,τοῖς,WLC-Exod-025-033-016,לְשֵׁ֣שֶׁת
LXX-Exod-025-033-018,ἐκπορευομένοις,WLC-Exod-025-033-017,הַקָּנִ֔ים
LXX-Exod-025-033-019,ἐκ,WLC-Exod-025-033-018,הַיֹּצְאִ֖ים
LXX-Exod-025-033-020,τῆς,WLC-Exod-025-033-019,מִן
LXX-Exod-025-033-021,λυχνίας,WLC-Exod-025-033-020,הַמְּנֹרָֽה
34,34,34,34
LXX-Exod-025-034-001,καὶ,,
LXX-Exod-025-034-002,ἐν,,
LXX-Exod-025-034-003,τῇ,,
LXX-Exod-025-034-004,λυχνίᾳ,,
LXX-Exod-025-034-005,τέσσαρες,,
LXX-Exod-025-034-006,κρατῆρες,,
LXX-Exod-025-034-007,ἐκτετυπωμένοι,,
LXX-Exod-025-034-008,καρυίσκους,,
LXX-Exod-025-034-009,ἐν,,
LXX-Exod-025-034-010,τῷ,,
LXX-Exod-025-034-011,ἑνὶ,,
LXX-Exod-025-034-012,καλαμίσκῳ,,
LXX-Exod-025-034-013,οἱ,WLC-Exod-025-034-001,וּבַמְּנֹרָ֖ה
LXX-Exod-025-034-014,σφαιρωτῆρες,WLC-Exod-025-034-002,אַרְבָּעָ֣ה
LXX-Exod-025-034-015,καὶ,WLC-Exod-025-034-003,גְבִעִ֑ים
LXX-Exod-025-034-016,τὰ,WLC-Exod-025-034-004,מְשֻׁקָּדִ֔ים
LXX-Exod-025-034-017,κρίνα,WLC-Exod-025-034-005,כַּפְתֹּרֶ֖יהָ
LXX-Exod-025-034-018,αὐτῆς,WLC-Exod-025-034-006,וּפְרָחֶֽיהָ
35,35,35,35
LXX-Exod-025-035-001,ὁ,,
LXX-Exod-025-035-002,σφαιρωτὴρ,,
LXX-Exod-025-035-003,ὑπὸ,,
LXX-Exod-025-035-004,τοὺς,,
LXX-Exod-025-035-005,δύο,,
LXX-Exod-025-035-006,καλαμίσκους,WLC-Exod-025-035-001,וְכַפְתֹּ֡ר
LXX-Exod-025-035-007,ἐξ,WLC-Exod-025-035-002,תַּחַת֩
LXX-Exod-025-035-008,αὐτῆς,WLC-Exod-025-035-003,שְׁנֵ֨י
LXX-Exod-025-035-009,καὶ,WLC-Exod-025-035-004,הַקָּנִ֜ים
LXX-Exod-025-035-010,σφαιρωτὴρ,WLC-Exod-025-035-005,מִמֶּ֗נָּה
LXX-Exod-025-035-011,ὑπὸ,WLC-Exod-025-035-006,וְכַפְתֹּר֙
LXX-Exod-025-035-012,τοὺς,WLC-Exod-025-035-007,תַּ֣חַת
LXX-Exod-025-035-013,τέσσαρας,WLC-Exod-025-035-008,שְׁנֵ֤י
LXX-Exod-025-035-014,καλαμίσκους,WLC-Exod-025-035-009,הַקָּנִים֙
LXX-Exod-025-035-015,ἐξ,WLC-Exod-025-035-010,מִמֶּ֔נָּה
LXX-Exod-025-035-016,αὐτῆς,WLC-Exod-025-035-011,וְכַפְתֹּ֕ר
LXX-Exod-025-035-017,οὕτως,WLC-Exod-025-035-012,תַּחַת
LXX-Exod-025-035-018,τοῖς,WLC-Exod-025-035-013,שְׁנֵ֥י
LXX-Exod-025-035-019,ἓξ,WLC-Exod-025-035-014,הַקָּנִ֖ים
LXX-Exod-025-035-020,καλαμίσκοις,WLC-Exod-025-035-015,מִמֶּ֑נָּה
LXX-Exod-025-035-021,τοῖς,WLC-Exod-025-035-016,לְשֵׁ֨שֶׁת֙
LXX-Exod-025-035-022,ἐκπορευομένοις,WLC-Exod-025-035-017,הַקָּנִ֔ים
LXX-Exod-025-035-023,ἐκ,WLC-Exod-025-035-018,הַיֹּצְאִ֖ים
LXX-Exod-025-035-024,τῆς,WLC-Exod-025-035-019,מִן
LXX-Exod-025-035-025,λυχνίας,WLC-Exod-025-035-020,הַמְּנֹרָֽה
36,36,36,36
LXX-Exod-025-036-001,οἱ,,
LXX-Exod-025-036-002,σφαιρωτῆρες,,
LXX-Exod-025-036-003,καὶ,,
LXX-Exod-025-036-004,οἱ,,
LXX-Exod-025-036-005,καλαμίσκοι,,
LXX-Exod-025-036-006,ἐξ,WLC-Exod-025-036-001,כַּפְתֹּרֵיהֶ֥ם
LXX-Exod-025-036-007,αὐτῆς,WLC-Exod-025-036-002,וּקְנֹתָ֖ם
LXX-Exod-025-036-008,ἔστωσαν,WLC-Exod-025-036-003,מִמֶּ֣נָּה
LXX-Exod-025-036-009,ὅλη,WLC-Exod-025-036-004,יִהְי֑וּ
LXX-Exod-025-036-010,τορευτὴ,WLC-Exod-025-036-005,כֻּלָּ֛הּ
LXX-Exod-025-036-011,ἐξ,WLC-Exod-025-036-006,מִקְשָׁ֥ה
LXX-Exod-025-036-012,ἑνὸς,WLC-Exod-025-036-007,אַחַ֖ת
LXX-Exod-025-036-013,χρυσίου,WLC-Exod-025-036-008,זָהָ֥ב
LXX-Exod-025-036-014,καθαροῦ,WLC-Exod-025-036-009,טָהֽוֹר
37,37,37,37
LXX-Exod-025-037-001,καὶ,,
LXX-Exod-025-037-002,ποιήσεις,,
LXX-Exod-025-037-003,τοὺς,,
LXX-Exod-025-037-004,λύχνους,,
LXX-Exod-025-037-005,αὐτῆς,,
LXX-Exod-025-037-006,ἑπτά,WLC-Exod-025-037-001,וְעָשִׂ֥יתָ
LXX-Exod-025-037-007,καὶ,WLC-Exod-025-037-002,אֶת
LXX-Exod-025-037-008,ἐπιθήσεις,WLC-Exod-025-037-003,נֵרֹתֶ֖יהָ
LXX-Exod-025-037-009,τοὺς,WLC-Exod-025-037-004,שִׁבְעָ֑ה
LXX-Exod-025-037-010,λύχνους,WLC-Exod-025-037-005,וְהֶֽעֱלָה֙
LXX-Exod-025-037-011,καὶ,WLC-Exod-025-037-006,אֶת
LXX-Exod-025-037-012,φανοῦσιν,WLC-Exod-025-037-007,נֵ֣רֹתֶ֔יהָ
LXX-Exod-025-037-013,ἐκ,WLC-Exod-025-037-008,וְהֵאִ֖יר
LXX-Exod-025-037-014,τοῦ,WLC-Exod-025-037-009,עַל
LXX-Exod-025-037-015,ἑνὸς,WLC-Exod-025-037-010,עֵ֥בֶר
LXX-Exod-025-037-016,προσώπου,WLC-Exod-025-037-011,פָּנֶֽיהָ
38,38,38,38
LXX-Exod-025-038-001,καὶ,,
LXX-Exod-025-038-002,τὸν,,
LXX-Exod-025-038-003,ἐπαρυστῆρα,,
LXX-Exod-025-038-004,αὐτῆς,,
LXX-Exod-025-038-005,καὶ,,
LXX-Exod-025-038-006,τὰ,,
LXX-Exod-025-038-007,ὑποθέματα,,
LXX-Exod-025-038-008,αὐτῆς,,
LXX-Exod-025-038-009,ἐκ,WLC-Exod-025-038-001,וּמַלְקָחֶ֥יהָ
LXX-Exod-025-038-010,χρυσίου,WLC-Exod-025-038-002,וּמַחְתֹּתֶ֖יהָ
LXX-Exod-025-038-011,καθαροῦ,WLC-Exod-025-038-003,זָהָ֥ב
LXX-Exod-025-038-012,ποιήσεις,WLC-Exod-025-038-004,טָהֽוֹר
39,39,39,39
,,WLC-Exod-025-039-001,כִּכָּ֛ר
,,WLC-Exod-025-039-002,זָהָ֥ב
LXX-Exod-025-039-001,πάντα,WLC-Exod-025-039-003,טָה֖וֹר
LXX-Exod-025-039-002,τὰ,WLC-Exod-025-039-004,יַעֲשֶׂ֣ה
LXX-Exod-025-039-003,σκεύη,WLC-Exod-025-039-005,אֹתָ֑הּ
LXX-Exod-025-039-004,ταῦτα,WLC-Exod-025-039-006,אֵ֥ת
LXX-Exod-025-039-005,τάλαντον,WLC-Exod-025-039-007,כָּל
LXX-Exod-025-039-006,χρυσίου,WLC-Exod-025-039-008,הַכֵּלִ֖ים
LXX-Exod-025-039-007,καθαροῦ,WLC-Exod-025-039-009,הָאֵֽלֶּה
40,40,40,40
LXX-Exod-025-040-001,ὅρα,,
LXX-Exod-025-040-002,ποιήσεις,,
LXX-Exod-025-040-003,κατὰ,,
LXX-Exod-025-040-004,τὸν,,
LXX-Exod-025-040-005,τύπον,WLC-Exod-025-040-001,וּרְאֵ֖ה
LXX-Exod-025-040-006,τὸν,WLC-Exod-025-040-002,וַעֲשֵׂ֑ה
LXX-Exod-025-040-007,δεδειγμένον,WLC-Exod-025-040-003,בְּתַ֨בְנִיתָ֔ם
LXX-Exod-025-040-008,σοι,WLC-Exod-025-040-004,אֲשֶׁר
LXX-Exod-025-040-009,ἐν,WLC-Exod-025-040-005,אַתָּ֥ה
LXX-Exod-025-040-010,τῷ,WLC-Exod-025-040-006,מָרְאֶ֖ה
LXX-Exod-025-040-011,ὄρει,WLC-Exod-025-040-007,בָּהָֽר
,,6,6
,,WLC-Exod-025-006-001,שֶׁ֖מֶן
,,WLC-Exod-025-006-002,לַמָּאֹ֑ר
,,WLC-Exod-025-006-003,בְּשָׂמִים֙
,,WLC-Exod-025-006-004,לְשֶׁ֣מֶן
,,WLC-Exod-025-006-005,הַמִּשְׁחָ֔ה
,,WLC-Exod-025-006-006,וְלִקְטֹ֖רֶת
,,WLC-Exod-025-006-007,הַסַּמִּֽים
