key,word,verse,word_num,lemma,strongs,morph,morphology,Part of Speech,Tense,Voice,Mood,Person,Number,Case,Gender,xlit,betacode
LXX-Exod-025-002-013,δόξῃ,2,13,strong:G1391,G1391,packard:VA-AAS3S,VA-AAS3S,Verb,Aorist,Active,Subjunctive,3,Singular,,,betacode:DO/CH|,DO/CH|
LXX-Exod-025-002-014,τῇ,2,14,strong:G3588,G3588,packard:RA-DSF,RA-DSF,Article,,,,,Singular,Dative,Feminine,betacode:TH=|,TH=|
LXX-Exod-025-002-015,καρδίᾳ,2,15,strong:G2588,G2588,packard:N1A-DSF,N1A-DSF,Noun,,,,,Singular,Dative,Feminine,betacode:KARDI/A|,KARDI/A|
LXX-Exod-025-002-016,καὶ,2,16,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-002-017,λήμψεσθε,2,17,strong:G2983,G2983,packard:VF-FMI2P,VF-FMI2P,Verb,Future,Middle,Indicative,2,Plural,,,betacode:LH/MYESQE,LH/MYESQE
LXX-Exod-025-002-018,τὰς,2,18,strong:G3588,G3588,packard:RA-APF,RA-APF,Article,,,,,Plural,Accusative,Feminine,betacode:TA\S,TA\S
LXX-Exod-025-002-019,ἀπαρχάς,2,19,strong:G536,G536,packard:N1-APF,N1-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:A)PARXA/S,A)PARXA/S
LXX-Exod-025-002-020,μου,2,20,strong:G3450,G3450,packard:RP-GS,RP-GS,Personal/Possessive Pronoun,,,,,Singular,Genitive,,betacode:MOU,MOU
3,3,3,,,,,,,,,,,,,,,
LXX-Exod-025-003-001,καὶ,3,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-003-002,αὕτη,3,2,strong:G846,G846,packard:RD-NSF,RD-NSF,Demonstrative Pronoun,,,,,Singular,Nominative,Feminine,betacode:AU(/TH,AU(/TH
LXX-Exod-025-003-003,ἐστὶν,3,3,strong:G2076,G2076,packard:V9-PAI3S,V9-PAI3S,Verb,Present,Active,Indicative,3,Singular,,,betacode:E)STI\N,E)STI\N
LXX-Exod-025-003-004,ἡ,3,4,strong:G3588,G3588,packard:RA-NSF,RA-NSF,Article,,,,,Singular,Nominative,Feminine,betacode:H(,H(
LXX-Exod-025-003-005,ἀπαρχή,3,5,strong:G536,G536,packard:N1-NSF,N1-NSF,Noun,,,,,Singular,Nominative,Feminine,betacode:A)PARXH/,A)PARXH/
LXX-Exod-025-003-006,ἣν,3,6,strong:G2258,G2258,packard:RR-ASF,RR-ASF,Relative Pronoun,,,,,Singular,Accusative,Feminine,betacode:H(\N,H(\N
LXX-Exod-025-003-007,λήμψεσθε,3,7,strong:G2983,G2983,packard:VF-FMI2P,VF-FMI2P,Verb,Future,Middle,Indicative,2,Plural,,,betacode:LH/MYESQE,LH/MYESQE
LXX-Exod-025-003-008,παρ’,3,8,strong:G3844,G3844,packard:P,P,Preposition,,,,,,,,betacode:PAR',PAR'
LXX-Exod-025-003-009,αὐτῶν,3,9,strong:G846,G846,packard:RD-GPM,RD-GPM,Demonstrative Pronoun,,,,,Plural,Genitive,Masculine,betacode:AU)TW=N,AU)TW=N
LXX-Exod-025-003-010,χρυσίον,3,10,strong:G5553,G5553,packard:N2N-ASN,N2N-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:XRUSI/ON,XRUSI/ON
LXX-Exod-025-003-011,καὶ,3,11,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-003-012,ἀργύριον,3,12,strong:G694,G694,packard:N2N-ASN,N2N-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:A)RGU/RION,A)RGU/RION
LXX-Exod-025-003-013,καὶ,3,13,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-003-014,χαλκὸν,3,14,strong:G5475,G5475,packard:N2-ASM,N2-ASM,Noun,,,,,Singular,Accusative,Masculine,betacode:XALKO\N,XALKO\N
4,4,4,,,,,,,,,,,,,,,
LXX-Exod-025-004-001,καὶ,4,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-004-002,ὑάκινθον,4,2,strong:G5192,G5192,packard:N2-ASF,N2-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:U(A/KINQON,U(A/KINQON
LXX-Exod-025-004-003,καὶ,4,3,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-004-004,πορφύραν,4,4,strong:G4209,G4209,packard:N1A-ASF,N1A-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:PORFU/RAN,PORFU/RAN
LXX-Exod-025-004-005,καὶ,4,5,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-004-006,κόκκινον,4,6,strong:G2847,G2847,packard:A1-ASM,A1-ASM,Adjective,,,,,Singular,Accusative,Masculine,betacode:KO/KKINON,KO/KKINON
LXX-Exod-025-004-007,διπλοῦν,4,7,strong:G1362,G1362,packard:A1C-ASM,A1C-ASM,Adjective,,,,,Singular,Accusative,Masculine,betacode:DIPLOU=N,DIPLOU=N
LXX-Exod-025-004-008,καὶ,4,8,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-004-009,βύσσον,4,9,strong:G1040,G1040,packard:N2-ASF,N2-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:BU/SSON,BU/SSON
LXX-Exod-025-004-010,κεκλωσμένην,4,10,,,packard:VT-XPPASF,VT-XPPASF,Verb,Perfect,Passive,Participle,,Singular,Accusative,Feminine,betacode:KEKLWSME/NHN,KEKLWSME/NHN
LXX-Exod-025-004-011,καὶ,4,11,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-004-012,τρίχας,4,12,strong:G2359,G2359,packard:N3-APF,N3-APF,Noun,,,,,Plural,Accusative,Feminine,betacode:TRI/XAS,TRI/XAS
LXX-Exod-025-004-013,αἰγείας,4,13,strong:G122,G122,packard:A1A-APF,A1A-APF,Adjective,,,,,Plural,Accusative,Feminine,betacode:AI)GEI/AS,AI)GEI/AS
5,5,5,,,,,,,,,,,,,,,
LXX-Exod-025-005-001,καὶ,5,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-005-002,δέρματα,5,2,strong:G1192,G1192,packard:N3M-APN,N3M-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:DE/RMATA,DE/RMATA
LXX-Exod-025-005-003,κριῶν,5,3,,,packard:N2-GPM,N2-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:KRIW=N,KRIW=N
LXX-Exod-025-005-004,ἠρυθροδανωμένα,5,4,,,packard:VM-XPPAPN,VM-XPPAPN,Verb,Perfect,Passive,Participle,,Plural,Accusative,Neuter,betacode:H)RUQRODANWME/NA,H)RUQRODANWME/NA
LXX-Exod-025-005-005,καὶ,5,5,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-005-006,δέρματα,5,6,strong:G1192,G1192,packard:N3M-APN,N3M-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:DE/RMATA,DE/RMATA
LXX-Exod-025-005-007,ὑακίνθινα,5,7,strong:G5191,G5191,packard:A1-APN,A1-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:U(AKI/NQINA,U(AKI/NQINA
LXX-Exod-025-005-008,καὶ,5,8,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-005-009,ξύλα,5,9,strong:G3586,G3586,packard:N2N-APN,N2N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:CU/LA,CU/LA
LXX-Exod-025-005-010,ἄσηπτα,5,10,,,packard:A1B-APN,A1B-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:A)/SHPTA,A)/SHPTA
7,7,7,,,,,,,,,,,,,,,
LXX-Exod-025-007-001,καὶ,7,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-007-002,λίθους,7,2,strong:G3037,G3037,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:LI/QOUS,LI/QOUS
LXX-Exod-025-007-003,σαρδίου,7,3,,,packard:N2N-GSN,N2N-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:SARDI/OU,SARDI/OU
LXX-Exod-025-007-004,καὶ,7,4,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-007-005,λίθους,7,5,strong:G3037,G3037,packard:N2-APM,N2-APM,Noun,,,,,Plural,Accusative,Masculine,betacode:LI/QOUS,LI/QOUS
LXX-Exod-025-007-006,εἰς,7,6,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-007-007,τὴν,7,7,strong:G3588,G3588,packard:RA-ASF,RA-ASF,Article,,,,,Singular,Accusative,Feminine,betacode:TH\N,TH\N
LXX-Exod-025-007-008,γλυφὴν,7,8,,,packard:N1-ASF,N1-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:GLUFH\N,GLUFH\N
LXX-Exod-025-007-009,εἰς,7,9,strong:G1519,G1519,packard:P,P,Preposition,,,,,,,,betacode:EI)S,EI)S
LXX-Exod-025-007-010,τὴν,7,10,strong:G3588,G3588,packard:RA-ASF,RA-ASF,Article,,,,,Singular,Accusative,Feminine,betacode:TH\N,TH\N
LXX-Exod-025-007-011,ἐπωμίδα,7,11,,,packard:N3D-ASF,N3D-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:E)PWMI/DA,E)PWMI/DA
LXX-Exod-025-007-012,καὶ,7,12,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-007-013,τὸν,7,13,strong:G3588,G3588,packard:RA-ASM,RA-ASM,Article,,,,,Singular,Accusative,Masculine,betacode:TO\N,TO\N
LXX-Exod-025-007-014,ποδήρη,7,14,strong:G4158,G4158,packard:A3-ASM,A3-ASM,Adjective,,,,,Singular,Accusative,Masculine,betacode:PODH/RH,PODH/RH
8,8,8,,,,,,,,,,,,,,,
LXX-Exod-025-008-001,καὶ,8,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-008-002,ποιήσεις,8,2,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-008-003,μοι,8,3,strong:G3427,G3427,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:MOI,MOI
LXX-Exod-025-008-004,ἁγίασμα,8,4,,,packard:N3M-ASN,N3M-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:A(GI/ASMA,A(GI/ASMA
LXX-Exod-025-008-005,καὶ,8,5,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-008-006,ὀφθήσομαι,8,6,strong:G3708,G3708,packard:VV-FPI1S,VV-FPI1S,Verb,Future,Passive,Indicative,1,Singular,,,betacode:O)FQH/SOMAI,O)FQH/SOMAI
LXX-Exod-025-008-007,ἐν,8,7,strong:G1722,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Exod-025-008-008,ὑμῖν,8,8,strong:G4771,G4771,packard:RP-DP,RP-DP,Personal/Possessive Pronoun,,,,,Plural,Dative,,betacode:U(MI=N,U(MI=N
9,9,9,,,,,,,,,,,,,,,
LXX-Exod-025-009-001,καὶ,9,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-009-002,ποιήσεις,9,2,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-009-003,μοι,9,3,strong:G3427,G3427,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:MOI,MOI
LXX-Exod-025-009-004,κατὰ,9,4,strong:G2596,G2596,packard:P,P,Preposition,,,,,,,,betacode:KATA\,KATA\
LXX-Exod-025-009-005,πάντα,9,5,strong:G3956,G3956,packard:A3-APN,A3-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:PA/NTA,PA/NTA
LXX-Exod-025-009-006,ὅσα,9,6,strong:G3745,G3745,packard:A1-APN,A1-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:O(/SA,O(/SA
LXX-Exod-025-009-007,ἐγώ,9,7,strong:G1473,G1473,packard:RP-NS,RP-NS,Personal/Possessive Pronoun,,,,,Singular,Nominative,,betacode:E)GW/,E)GW/
LXX-Exod-025-009-008,σοι,9,8,strong:G4671,G4671,packard:RP-DS,RP-DS,Personal/Possessive Pronoun,,,,,Singular,Dative,,betacode:SOI,SOI
LXX-Exod-025-009-009,δεικνύω,9,9,strong:G1166,G1166,packard:V5-PAS1S,V5-PAS1S,Verb,Present,Active,Subjunctive,1,Singular,,,betacode:DEIKNU/W,DEIKNU/W
LXX-Exod-025-009-010,ἐν,9,10,strong:G1722,G1722,packard:P,P,Preposition,,,,,,,,betacode:E)N,E)N
LXX-Exod-025-009-011,τῷ,9,11,strong:G3588,G3588,packard:RA-DSN,RA-DSN,Article,,,,,Singular,Dative,Neuter,betacode:TW=|,TW=|
LXX-Exod-025-009-012,ὄρει,9,12,strong:G3735,G3735,packard:N3E-DSN,N3E-DSN,Noun,,,,,Singular,Dative,Neuter,betacode:O)/REI,O)/REI
LXX-Exod-025-009-013,τὸ,9,13,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-009-014,παράδειγμα,9,14,,,packard:N3M-ASN,N3M-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:PARA/DEIGMA,PARA/DEIGMA
LXX-Exod-025-009-015,τῆς,9,15,strong:G3588,G3588,packard:RA-GSF,RA-GSF,Article,,,,,Singular,Genitive,Feminine,betacode:TH=S,TH=S
LXX-Exod-025-009-016,σκηνῆς,9,16,strong:G4633,G4633,packard:N1-GSF,N1-GSF,Noun,,,,,Singular,Genitive,Feminine,betacode:SKHNH=S,SKHNH=S
LXX-Exod-025-009-017,καὶ,9,17,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-009-018,τὸ,9,18,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-009-019,παράδειγμα,9,19,,,packard:N3M-ASN,N3M-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:PARA/DEIGMA,PARA/DEIGMA
LXX-Exod-025-009-020,πάντων,9,20,strong:G3956,G3956,packard:A3-GPM,A3-GPM,Adjective,,,,,Plural,Genitive,Masculine,betacode:PA/NTWN,PA/NTWN
LXX-Exod-025-009-021,τῶν,9,21,strong:G3588,G3588,packard:RA-GPF,RA-GPF,Article,,,,,Plural,Genitive,Feminine,betacode:TW=N,TW=N
LXX-Exod-025-009-022,σκευῶν,9,22,strong:G4632,G4632,packard:N3E-GPN,N3E-GPN,Noun,,,,,Plural,Genitive,Neuter,betacode:SKEUW=N,SKEUW=N
LXX-Exod-025-009-023,αὐτῆς,9,23,strong:G846,G846,packard:RD-GSF,RD-GSF,Demonstrative Pronoun,,,,,Singular,Genitive,Feminine,betacode:AU)TH=S,AU)TH=S
LXX-Exod-025-009-024,οὕτω,9,24,,,packard:D,D,Adverb,,,,,,,,betacode:OU(/TW,OU(/TW
LXX-Exod-025-009-025,ποιήσεις,9,25,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
10,10,10,,,,,,,,,,,,,,,
LXX-Exod-025-010-001,καὶ,10,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-002,ποιήσεις,10,2,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-010-003,κιβωτὸν,10,3,strong:G2787,G2787,packard:N2-ASF,N2-ASF,Noun,,,,,Singular,Accusative,Feminine,betacode:KIBWTO\N,KIBWTO\N
LXX-Exod-025-010-004,μαρτυρίου,10,4,strong:G3142,G3142,packard:N2N-GSN,N2N-GSN,Noun,,,,,Singular,Genitive,Neuter,betacode:MARTURI/OU,MARTURI/OU
LXX-Exod-025-010-005,ἐκ,10,5,strong:G1537,G1537,packard:P,P,Preposition,,,,,,,,betacode:E)K,E)K
LXX-Exod-025-010-006,ξύλων,10,6,strong:G3586,G3586,packard:N2N-GPN,N2N-GPN,Noun,,,,,Plural,Genitive,Neuter,betacode:CU/LWN,CU/LWN
LXX-Exod-025-010-007,ἀσήπτων,10,7,,,packard:A1B-GPN,A1B-GPN,Adjective,,,,,Plural,Genitive,Neuter,betacode:A)SH/PTWN,A)SH/PTWN
LXX-Exod-025-010-008,δύο,10,8,strong:G1417,G1417,packard:M,M,Numeral,,,,,,,,betacode:DU/O,DU/O
LXX-Exod-025-010-009,πήχεων,10,9,strong:G4083,G4083,packard:N3E-GPM,N3E-GPM,Noun,,,,,Plural,Genitive,Masculine,betacode:PH/XEWN,PH/XEWN
LXX-Exod-025-010-010,καὶ,10,10,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-011,ἡμίσους,10,11,,,packard:A3U-GSN,A3U-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:H(MI/SOUS,H(MI/SOUS
LXX-Exod-025-010-012,τὸ,10,12,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-010-013,μῆκος,10,13,strong:G3372,G3372,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:MH=KOS,MH=KOS
LXX-Exod-025-010-014,καὶ,10,14,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-015,πήχεος,10,15,strong:G4083,G4083,packard:N3E-GSM,N3E-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:PH/XEOS,PH/XEOS
LXX-Exod-025-010-016,καὶ,10,16,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-017,ἡμίσους,10,17,,,packard:A3U-GSN,A3U-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:H(MI/SOUS,H(MI/SOUS
LXX-Exod-025-010-018,τὸ,10,18,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-010-019,πλάτος,10,19,strong:G4114,G4114,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:PLA/TOS,PLA/TOS
LXX-Exod-025-010-020,καὶ,10,20,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-021,πήχεος,10,21,strong:G4083,G4083,packard:N3E-GSM,N3E-GSM,Noun,,,,,Singular,Genitive,Masculine,betacode:PH/XEOS,PH/XEOS
LXX-Exod-025-010-022,καὶ,10,22,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-010-023,ἡμίσους,10,23,,,packard:A3U-GSN,A3U-GSN,Adjective,,,,,Singular,Genitive,Neuter,betacode:H(MI/SOUS,H(MI/SOUS
LXX-Exod-025-010-024,τὸ,10,24,strong:G3588,G3588,packard:RA-ASN,RA-ASN,Article,,,,,Singular,Accusative,Neuter,betacode:TO\,TO\
LXX-Exod-025-010-025,ὕψος,10,25,strong:G5311,G5311,packard:N3E-ASN,N3E-ASN,Noun,,,,,Singular,Accusative,Neuter,betacode:U(/YOS,U(/YOS
11,11,11,,,,,,,,,,,,,,,
LXX-Exod-025-011-001,καὶ,11,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-011-002,καταχρυσώσεις,11,2,,,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:KATAXRUSW/SEIS,KATAXRUSW/SEIS
LXX-Exod-025-011-003,αὐτὴν,11,3,strong:G846,G846,packard:RD-ASF,RD-ASF,Demonstrative Pronoun,,,,,Singular,Accusative,Feminine,betacode:AU)TH\N,AU)TH\N
LXX-Exod-025-011-004,χρυσίῳ,11,4,strong:G5553,G5553,packard:N2N-DSN,N2N-DSN,Noun,,,,,Singular,Dative,Neuter,betacode:XRUSI/W|,XRUSI/W|
LXX-Exod-025-011-005,καθαρῷ,11,5,strong:G2513,G2513,packard:A1A-DSN,A1A-DSN,Adjective,,,,,Singular,Dative,Neuter,betacode:KAQARW=|,KAQARW=|
LXX-Exod-025-011-006,ἔξωθεν,11,6,strong:G1855,G1855,packard:D,D,Adverb,,,,,,,,betacode:E)/CWQEN,E)/CWQEN
LXX-Exod-025-011-007,καὶ,11,7,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-011-008,ἔσωθεν,11,8,strong:G2081,G2081,packard:D,D,Adverb,,,,,,,,betacode:E)/SWQEN,E)/SWQEN
LXX-Exod-025-011-009,χρυσώσεις,11,9,strong:G5558,G5558,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:XRUSW/SEIS,XRUSW/SEIS
LXX-Exod-025-011-010,αὐτήν,11,10,strong:G846,G846,packard:RD-ASF,RD-ASF,Demonstrative Pronoun,,,,,Singular,Accusative,Feminine,betacode:AU)TH/N,AU)TH/N
LXX-Exod-025-011-011,καὶ,11,11,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-011-012,ποιήσεις,11,12,strong:G4160,G4160,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:POIH/SEIS,POIH/SEIS
LXX-Exod-025-011-013,αὐτῇ,11,13,strong:G846,G846,packard:RD-DSF,RD-DSF,Demonstrative Pronoun,,,,,Singular,Dative,Feminine,betacode:AU)TH=|,AU)TH=|
LXX-Exod-025-011-014,κυμάτια,11,14,,,packard:N2N-APN,N2N-APN,Noun,,,,,Plural,Accusative,Neuter,betacode:KUMA/TIA,KUMA/TIA
LXX-Exod-025-011-015,στρεπτὰ,11,15,,,packard:A1-APN,A1-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:STREPTA\,STREPTA\
LXX-Exod-025-011-016,χρυσᾶ,11,16,,,packard:A1C-APN,A1C-APN,Adjective,,,,,Plural,Accusative,Neuter,betacode:XRUSA=,XRUSA=
LXX-Exod-025-011-017,κύκλῳ,11,17,,,packard:N2-DSM,N2-DSM,Noun,,,,,Singular,Dative,Masculine,betacode:KU/KLW|,KU/KLW|
12,12,12,,,,,,,,,,,,,,,
LXX-Exod-025-012-001,καὶ,12,1,strong:G2532,G2532,packard:C,C,Conjunction,,,,,,,,betacode:KAI\,KAI\
LXX-Exod-025-012-002,ἐλάσεις,12,2,strong:G1643,G1643,packard:VF-FAI2S,VF-FAI2S,Verb,Future,Active,Indicative,2,Singular,,,betacode:E)LA/SEIS,E)LA/SEIS
LXX-Exod-025-012-003,αὐτῇ,12,3,strong:G846,G846,packard:RD-DSF,RD-DSF,Demonstrative Pronoun,,,,,Singular,Dative,Feminine,betacode:AU)TH=|,AU)TH=|
LXX-Exod-025-012-004,τέσσαρας,12,4,strong:G5064,G5064,packard:A3-APM,A3-APM,Adjective,,,,,Plural,Accusative,Masculine,betacode:TE/SSARAS,TE/SSARAS
